,기업명,PER,EPS,PER(krx),EPS(krx),추정PER,추정EPS,PBR,BPS,배당수익률,이자보상배율,유동비율
053060,세동,-3.68,-209,N/A,N/A,N/A,N/A,0.76,"1,015",N/A,0.2,46.9
053610,프로텍,7.88,"2,741",7.44,"2,904",N/A,N/A,1.15,"18,777",1.39,721,325.4
052790,액토즈소프트,-11.76,"-1,314",N/A,N/A,N/A,N/A,1.84,"8,390",N/A,320.2,249.7
053450,세코닉스,-43.88,-165,N/A,N/A,N/A,N/A,0.66,"10,980",2.68,0.9,106.9
053030,바이넥스,53.25,200,52.46,203,N/A,N/A,2.22,"4,793",N/A,3,174
052420,오성첨단소재,14.41,128,19.84,93,N/A,N/A,0.69,"2,663",N/A,7.4,N/A
021240,웅진코웨이,17.17,"4,735",16.75,"4,854",16.00,"5,227",5.39,"15,074",4.43,27.1,64.9
053620,태양,47.43,214,43.94,231,N/A,N/A,0.53,"19,066",0.99,22.5,312.6
052300,W홀딩컴퍼니,-13.88,-33,N/A,N/A,N/A,N/A,0.83,551,N/A,N/A,316.4
049520,유아이엘,12.04,431,11.66,445,N/A,N/A,0.65,"8,002",7.71,22.2,224
048910,대원미디어,50.18,165,48.99,169,N/A,N/A,1.27,"6,539",1.21,N/A,334.6
051980,센트럴바이오,-15.32,-124,N/A,N/A,N/A,N/A,3.23,589,N/A,N/A,255.2
058650,세아홀딩스,11.11,"8,191",11.11,"8,193",N/A,N/A,0.19,"484,760",2.75,2.6,142.6
051500,CJ프레시웨이,23.66,"1,154",23.66,"1,154",15.00,"1,794",1.65,"16,496",0.73,5.8,89
049120,파인디앤씨,26.62,68,26.23,69,N/A,N/A,1.03,"1,752",1.38,N/A,75.1
043360,디지아이,-43.26,-66,N/A,N/A,N/A,N/A,0.54,"5,330",1.75,N/A,766.1
052330,코텍,6.38,"2,250",6.09,"2,357",N/A,N/A,0.74,"19,489",2.79,N/A,581.9
052600,한네트,35.37,95,35.37,95,N/A,N/A,1.08,"3,098",2.98,2,166
052020,에스티큐브,-45.15,-392,N/A,N/A,N/A,N/A,12.69,"1,395",N/A,N/A,N/A
043220,에이치엘비파워,-2.57,-374,N/A,N/A,N/A,N/A,3.34,288,N/A,1.7,90.1
033790,스카이문스테크놀로지,-4.55,-431,N/A,N/A,N/A,N/A,1.03,"1,897",N/A,N/A,333.7
051780,큐로홀딩스,-4.73,-132,N/A,N/A,N/A,N/A,2.21,283,N/A,1.2,97.6
052190,이에스에이,-2.96,-785,N/A,N/A,N/A,N/A,1.80,"1,292",N/A,N/A,78.2
051490,나라엠앤디,17.29,260,16.84,267,N/A,N/A,0.79,"5,697",1.56,N/A,118.2
038870,에코바이오,-25.63,-245,N/A,N/A,N/A,N/A,1.30,"4,820",N/A,6.1,197
045660,에이텍,13.18,739,13.07,745,N/A,N/A,1.13,"8,598",1.03,449.7,188.8
052260,SK바이오랜드,15.95,"1,003",15.95,"1,003",N/A,N/A,1.61,"9,927",1.88,24.6,236.6
045390,대아티아이,66.48,91,66.48,91,N/A,N/A,4.69,"1,291",0.33,39.3,218.8
050110,캠시스,14.83,181,14.75,182,N/A,N/A,1.99,"1,346",N/A,5.4,98.6
036540,SFA반도체,35.28,89,34.89,90,N/A,N/A,1.65,"1,900",N/A,3.3,187.7
051900,LG생활건강,34.31,"38,534",32.45,"40,740",29.00,"45,539",6.31,"209,600",0.70,80.1,118.5
051910,LG화학,17.91,"18,812",17.54,"19,217",21.00,"16,217",1.51,"222,980",1.78,6.9,164.4
047040,대우건설,6.88,719,6.81,727,7.00,712,0.89,"5,554",N/A,3.1,120.3
047050,포스코인터내셔널,13.67,"1,258",13.67,"1,258",8.00,"2,270",0.73,"23,402",3.49,3.8,115.4
042660,대우조선해양,9.37,"3,219",10.06,"2,998",10.00,"2,873",0.84,"35,826",6.38,4.7,160.6
042670,두산인프라코어,5.44,"1,184",5.44,"1,184",5.00,"1,346",0.70,"9,209",N/A,5.2,113.6
038500,삼표시멘트,-91.62,-40,N/A,N/A,N/A,N/A,0.63,"5,784",1.36,N/A,87.6
051630,진양화학,-172.86,-28,N/A,N/A,N/A,N/A,2.02,"2,397",1.55,N/A,159.2
048550,SM C&C,-97.37,-19,N/A,N/A,N/A,N/A,1.53,"1,207",N/A,N/A,114.6
049830,승일,7.46,"1,294",7.19,"1,343",N/A,N/A,0.40,"24,059",1.76,12.6,196
044060,조광ILI,12.05,483,12.05,483,N/A,N/A,1.06,"5,490",1.72,N/A,618.9
024850,피에스엠씨,52.00,15,52.00,15,N/A,N/A,1.54,508,N/A,N/A,176.1
048770,TPC,12.18,316,12.18,316,N/A,N/A,1.68,"2,290",0.65,N/A,138.8
049430,코메론,5.82,"1,353",5.70,"1,380",N/A,N/A,0.53,"14,788",1.78,79.2,928.3
044480,바이오제네틱스,-10.13,-684,N/A,N/A,N/A,N/A,2.61,"2,653",N/A,N/A,205.3
046390,삼화네트웍스,-25.62,-72,N/A,N/A,N/A,N/A,2.13,868,N/A,N/A,237
014620,성광벤드,-36.25,-291,N/A,N/A,95.00,111,0.68,"15,612",0.95,N/A,805.1
048430,유라테크,15.12,389,15.04,391,N/A,N/A,0.62,"9,433",1.11,N/A,310.1
017480,삼현철강,9.47,461,9.33,468,N/A,N/A,0.47,"9,381",3.44,79.3,474.8
049480,오픈베이스,-61.63,-43,N/A,N/A,N/A,N/A,1.30,"2,037",0.57,N/A,157.3
036670,KCI,14.34,788,13.68,826,N/A,N/A,2.19,"5,160",1.59,65,328.5
042510,라온시큐어,30.04,117,30.04,117,N/A,N/A,5.73,613,N/A,N/A,364.9
039830,오로라,23.60,553,22.62,577,N/A,N/A,1.31,"9,966",1.15,6.2,101.4
036190,금화피에스시,5.03,"6,615",5.03,"6,615",N/A,N/A,0.90,"36,741",3.91,431.7,387.9
046070,코다코,-3.84,-572,N/A,N/A,N/A,N/A,1.02,"2,151",2.51,N/A,55.4
041830,인바디,19.23,"1,438",18.95,"1,459",N/A,N/A,2.99,"9,241",0.43,193.2,460.2
014570,고려제약,12.14,597,12.06,601,N/A,N/A,1.26,"5,759",1.38,217.9,669.2
045520,크린앤사이언스,21.92,"1,054",21.04,"1,098",N/A,N/A,3.90,"5,925",0.65,27.2,186.9
022100,포스코 ICT,-24.89,-225,N/A,N/A,19.00,288,2.51,"2,231",0.89,176.5,178.9
049770,동원F&B,19.53,"14,699",19.53,"14,699",16.00,"18,351",1.75,"163,896",1.04,10.6,161.7
033600,럭슬,-1.22,-773,N/A,N/A,N/A,N/A,0.96,988,N/A,N/A,48.4
044180,KD건설,7.07,14,7.07,14,N/A,N/A,0.88,112,N/A,7.1,119.8
044960,이글벳,91.40,86,92.47,85,N/A,N/A,2.79,"2,814",0.25,10.2,215.2
032080,아즈텍WB,10.11,188,10.00,190,N/A,N/A,0.43,"4,442",2.63,9.4,371.4
034020,두산중공업,-1.73,"-3,652",N/A,N/A,-166.00,-38,0.34,"18,865",7.51,2.5,84.9
010470,오리콤,6.77,777,6.55,803,N/A,N/A,0.75,"7,035",4.18,98.8,114.5
044340,위닉스,22.22,"1,062",20.36,"1,159",N/A,N/A,3.25,"7,264",1.70,66.4,132.2
042940,상지카일룸,6.81,271,6.81,271,N/A,N/A,1.53,"1,209",N/A,N/A,127.3
010040,한국내화,17.86,313,16.64,336,N/A,N/A,0.92,"6,087",0.63,9.3,212.9
048830,엔피케이,-155.71,-14,N/A,N/A,N/A,N/A,1.00,"2,184",1.38,6.6,266.8
000250,삼천당제약,104.04,396,100.73,409,N/A,N/A,5.94,"6,938",0.12,36.1,386.3
044780,에이치케이,22.73,77,22.73,77,N/A,N/A,0.67,"2,593",N/A,1.2,164.6
045510,정원엔시스,12.33,131,12.33,131,N/A,N/A,1.35,"1,195",N/A,5.2,160.5
045100,한양이엔지,3.16,"4,228",3.06,"4,359",N/A,N/A,0.76,"17,528",3.00,271.5,226.3
040160,누리텔레콤,6.33,974,6.16,"1,002",N/A,N/A,1.19,"5,200",0.81,3.2,140.7
043340,에쎈테크,45.18,28,45.18,28,N/A,N/A,3.03,417,N/A,4.3,166.3
043650,국순당,-26.55,-152,N/A,N/A,N/A,N/A,0.34,"12,026",6.44,N/A,490
037950,엘컴텍,45.00,39,45.00,39,N/A,N/A,1.96,894,1.71,10.2,163
039030,이오테크닉스,33.01,"1,775",32.96,"1,778",N/A,N/A,1.93,"30,390",0.17,7.5,485.1
038540,상상인,7.55,"2,861",7.34,"2,943",N/A,N/A,2.35,"9,182",N/A,34.6,90.3
018680,서울제약,-14.51,-514,N/A,N/A,N/A,N/A,1.26,"5,929",0.20,0.6,303.9
039860,나노엔텍,37.25,129,37.25,129,N/A,N/A,3.59,"1,337",N/A,N/A,530.7
046210,파나진,-30.97,-129,N/A,N/A,N/A,N/A,7.85,509,N/A,N/A,191.8
045060,오공,7.39,448,6.85,483,N/A,N/A,0.76,"4,358",1.51,7.5,161.6
043100,솔고바이오,-2.33,-109,N/A,N/A,N/A,N/A,0.80,318,N/A,N/A,248.6
026180,현대정보기술,-19.13,-104,N/A,N/A,N/A,N/A,2.72,731,N/A,N/A,39.5
042370,비츠로테크,14.46,401,14.46,401,N/A,N/A,0.94,"6,198",0.86,30.3,161.1
045970,코아시아,-7.38,-939,N/A,N/A,N/A,N/A,1.40,"4,946",N/A,1.6,97.6
040420,정상제이엘에스,33.70,227,32.01,239,N/A,N/A,1.85,"4,137",5.62,65.2,106.6
007370,진양제약,50.83,78,47.77,83,N/A,N/A,1.05,"3,762",2.52,3.5,130.7
041140,넥슨지티,-19.20,-711,N/A,N/A,N/A,N/A,4.56,"2,994",N/A,N/A,158.4
043610,지니뮤직,34.91,116,34.91,116,N/A,N/A,1.61,"2,518",N/A,30.8,209.3
036890,진성티이씨,9.17,965,8.15,"1,086",N/A,N/A,1.46,"6,041",2.26,14.1,139.1
039010,현대통신,5.08,"1,977",5.08,"1,977",N/A,N/A,1.15,"8,719",2.98,N/A,230.2
009300,삼아제약,12.26,"1,382",11.75,"1,442",N/A,N/A,0.64,"26,363",1.48,439.5,657.3
043200,파루,-3.12,-860,N/A,N/A,N/A,N/A,2.37,"1,134",N/A,16.6,111.6
042110,에스씨디,9.94,162,9.94,162,N/A,N/A,0.76,"2,120",1.86,46.9,316.3
039740,한국정보공학,-3.29,"-1,080",N/A,N/A,N/A,N/A,0.74,"4,836",N/A,8.5,153
039840,디오,108.19,360,102.77,379,27.00,"1,450",5.03,"7,738",N/A,15.2,165.1
042420,네오위즈홀딩스,6.10,"2,230",5.88,"2,312",N/A,N/A,0.37,"36,346",2.43,248.6,566.6
039560,다산네트웍스,-12.32,-913,N/A,N/A,N/A,N/A,2.46,"4,568",N/A,1.1,160.5
038460,바이오스마트,17.08,267,17.08,267,N/A,N/A,1.13,"4,029",N/A,7.4,140.3
039230,에이아이비트,-5.12,-185,N/A,N/A,N/A,N/A,1.89,501,N/A,N/A,179.5
032820,우리기술,-12.19,-96,N/A,N/A,N/A,N/A,3.02,388,N/A,N/A,75.2
001540,안국약품,11.19,"1,014",9.84,"1,154",N/A,N/A,0.89,"12,808",1.94,6.1,272.6
038530,골드퍼시픽,-6.63,-389,N/A,N/A,N/A,N/A,2.18,"1,184",N/A,N/A,280.5
039310,세중,-53.19,-69,N/A,N/A,N/A,N/A,0.83,"4,423",2.72,N/A,258.5
041190,우리기술투자,32.95,117,29.88,129,N/A,N/A,4.49,859,0.26,N/A,N/A
036640,HRS,-5.54,-457,N/A,N/A,N/A,N/A,0.58,"4,376",1.19,N/A,238.4
031330,에스에이엠티,7.87,319,7.82,321,N/A,N/A,1.16,"2,163",5.18,14.1,191
030190,NICE평가정보,26.62,631,26.21,641,N/A,N/A,5.06,"3,318",1.13,78.6,194.9
038620,위즈코프,218.33,6,187.14,7,N/A,N/A,1.14,"1,151",1.46,6.5,391.7
039020,이건홀딩스,3.65,864,3.45,914,N/A,N/A,0.49,"6,383",2.22,2.8,62.3
038950,파인디지털,23.33,183,18.41,232,N/A,N/A,0.44,"9,692",1.17,N/A,697.6
036800,나이스정보통신,6.85,"3,057",6.51,"3,220",N/A,N/A,0.96,"21,713",2.01,N/A,140.1
040610,SG&G,-21.51,-96,N/A,N/A,N/A,N/A,0.28,"7,320",N/A,3.4,150
038880,아이에이,-27.88,-25,N/A,N/A,N/A,N/A,3.75,186,N/A,N/A,60.9
038680,에스넷,35.27,279,32.80,300,N/A,N/A,2.14,"4,597",1.02,N/A,169.2
041510,에스엠,35.23,"1,361",35.18,"1,363",34.00,"1,424",2.60,"18,450",N/A,3.4,142.1
010280,쌍용정보통신,3.27,437,3.27,437,N/A,N/A,1.31,"1,090",N/A,N/A,278.6
037760,쎄니트,20.90,89,20.90,89,N/A,N/A,0.90,"2,073",1.61,2.5,102.9
036480,대성미생물,25.18,834,25.18,834,N/A,N/A,2.42,"8,687",0.41,165.5,609.8
038110,에코플라스틱,-3.23,-501,N/A,N/A,N/A,N/A,0.38,"4,309",1.24,0.2,52
036420,제이콘텐트리,35.03,145,33.42,152,26.00,194,2.15,"2,364",N/A,4.2,112
032500,케이엠더블유,-44.44,-927,N/A,N/A,19.00,"2,148",17.93,"2,298",N/A,15.9,120.1
039610,화성밸브,26.63,306,26.04,313,N/A,N/A,1.26,"6,471",0.61,8.1,537.8
039240,경남스틸,9.05,215,9.05,215,N/A,N/A,0.58,"3,380",3.60,8.4,191.8
038290,마크로젠,94.97,338,90.93,353,N/A,N/A,2.70,"11,870",N/A,3.4,270.6
037440,희림,15.26,284,14.07,308,N/A,N/A,1.08,"4,020",2.31,3.3,147.1
038390,레드캡투어,10.71,"1,639",10.26,"1,711",N/A,N/A,0.97,"18,066",4.56,5.2,32.2
028150,GS홈쇼핑,8.48,"20,419",7.93,"21,838",9.00,"18,362",0.96,"180,420",4.04,N/A,215.8
036830,솔브레인,8.29,"5,722",8.08,"5,872",7.00,"7,140",1.10,"43,001",1.58,44.1,172.4
036810,에프에스티,9.91,848,8.93,941,N/A,N/A,1.60,"5,256",0.95,29.1,128.8
036690,코맥스,20.34,207,20.05,210,N/A,N/A,0.92,"4,601",1.16,N/A,193.4
037370,EG,-4.77,"-2,192",N/A,N/A,N/A,N/A,2.31,"4,525",0.48,N/A,111.8
036620,버추얼텍,-4.82,-220,N/A,N/A,N/A,N/A,4.02,264,N/A,N/A,150
037350,성도이엔지,5.62,999,5.48,"1,023",N/A,N/A,0.44,"12,803",1.78,9.7,155.2
038010,제일테크노스,7.37,590,7.10,613,N/A,N/A,0.51,"8,559",2.30,5.7,85.1
016450,한세예스24홀딩스,-21.91,-398,N/A,N/A,8.00,"1,107",1.31,"6,633",2.52,3.7,112.2
001810,무림SP,5.55,505,5.55,505,N/A,N/A,0.30,"9,212",1.25,N/A,187.1
036630,세종텔레콤,-517.00,-1,N/A,N/A,N/A,N/A,0.93,553,N/A,N/A,349.3
036710,심텍홀딩스,96.11,18,96.11,18,N/A,N/A,0.52,"3,316",0.58,N/A,46.5
037070,파세코,33.92,339,33.82,340,N/A,N/A,2.30,"5,005",1.74,N/A,136.8
036560,영풍정밀,13.12,719,13.12,719,N/A,N/A,0.52,"18,079",2.65,N/A,509.7
016250,이테크건설,8.36,"12,762",8.05,"13,248",N/A,N/A,0.99,"108,036",0.94,3.8,68.2
036030,KTH,175.60,25,175.60,25,N/A,N/A,0.76,"5,793",N/A,0.8,255.5
035890,서희건설,6.62,204,6.49,208,N/A,N/A,0.81,"1,659",1.11,7,125.4
036930,주성엔지니어링,7.37,906,7.37,906,N/A,N/A,1.57,"4,250",1.50,101.3,191.5
016710,대성홀딩스,6.53,"1,214",6.53,"1,214",N/A,N/A,0.31,"25,661",3.15,13.1,105.7
032190,다우데이타,11.12,863,11.12,863,N/A,N/A,0.84,"11,368",1.67,45.4,100.8
005290,동진쎄미켐,12.72,928,12.72,928,N/A,N/A,2.01,"5,875",0.76,6.6,101.4
003100,선광,10.90,"1,569",10.40,"1,645",N/A,N/A,0.34,"50,329",2.34,1,74
036170,씨티젠,-28.18,-88,N/A,N/A,N/A,N/A,0.93,"2,670",N/A,0.3,315.7
036180,영인프런티어,91.20,142,91.20,142,N/A,N/A,8.04,"1,611",N/A,401.4,536.3
026040,제이에스티나,370.67,15,347.50,16,N/A,N/A,1.17,"4,753",0.90,N/A,185.5
037230,한국팩키지,34.08,71,34.08,71,N/A,N/A,1.41,"1,711",1.24,7,367.7
037460,삼지전자,17.94,822,17.07,864,N/A,N/A,1.22,"12,074",0.95,6,165.8
037400,우리조명,-1.96,-575,N/A,N/A,N/A,N/A,0.37,"3,069",N/A,1.2,91.9
003220,대원제약,13.25,"1,208",13.04,"1,227",N/A,N/A,1.69,"9,476",1.58,N/A,169
036460,한국가스공사,7.55,"5,518",7.22,"5,766",7.00,"5,974",0.45,"93,486",3.27,4.4,110.5
036490,SK머티리얼즈,14.15,"10,682",13.10,"11,536",11.00,"13,547",3.81,"39,655",2.48,7.7,54.7
033640,네패스,25.96,"1,094",25.22,"1,126",20.00,"1,442",3.96,"7,177",0.35,11.6,101.3
037330,인지디스플레,7.31,266,7.31,266,N/A,N/A,0.47,"4,134",3.86,12.1,135.5
036090,위지트,12.10,88,12.10,88,N/A,N/A,1.16,917,N/A,1.5,134.4
036200,유니셈,6.90,732,6.62,763,N/A,N/A,1.37,"3,686",1.19,46.6,302.9
024800,유성티엔에스,7.18,439,6.29,501,N/A,N/A,0.43,"7,290",0.48,1,94.7
036260,이매진아시아,-6.69,-332,N/A,N/A,N/A,N/A,3.10,715,N/A,N/A,257.6
027050,코리아나,95.00,43,72.95,56,N/A,N/A,1.62,"2,520",1.22,4.9,142.6
036120,SCI평가정보,59.77,43,58.41,44,N/A,N/A,5.30,485,N/A,159,322.8
035290,더블유에프엠,-17.64,-197,N/A,N/A,N/A,N/A,5.73,606,N/A,N/A,56.6
027040,서울전자통신,-21.23,-65,N/A,N/A,N/A,N/A,2.62,526,N/A,N/A,113.9
027830,대성창투,45.00,40,45.00,40,N/A,N/A,1.44,"1,254",1.67,N/A,N/A
036000,예림당,7.44,666,7.44,666,N/A,N/A,0.50,"9,851",N/A,4.9,165.1
007120,미래아이앤지,-3.79,-84,N/A,N/A,N/A,N/A,0.74,428,N/A,N/A,N/A
035760,CJ ENM,16.42,"11,514",14.94,"12,661",17.00,"11,225",1.34,"140,753",0.63,7.6,80.6
035810,이지바이오,10.37,620,10.37,620,9.00,735,0.94,"6,828",1.17,3.4,97.3
035460,기산텔레콤,-16.31,-225,N/A,N/A,N/A,N/A,1.82,"2,022",N/A,N/A,207
035480,마제스타,-13.41,-110,N/A,N/A,N/A,N/A,2.07,711,N/A,N/A,342.3
000850,화천기공,7.34,"5,753",7.34,"5,753",N/A,N/A,0.32,"130,939",2.96,17,292.7
036580,팜스코,66.76,102,64.86,105,N/A,N/A,0.78,"8,713",0.73,1.1,83.6
033780,KT&G,15.38,"6,567",14.14,"7,141",13.00,"7,784",1.58,"63,987",3.96,161.7,287.6
009540,현대중공업,-16.04,"-7,296",N/A,N/A,-124.00,-946,0.70,"168,031",N/A,0.8,140.2
024090,디씨엠,21.75,570,17.34,715,N/A,N/A,0.74,"16,738",2.02,63.6,381.5
035620,바른손이앤에이,2.03,"1,244",2.02,"1,253",N/A,N/A,1.91,"1,324",N/A,N/A,231.9
035610,솔본,12.92,363,10.81,434,N/A,N/A,0.87,"5,406",N/A,125.9,716.1
020710,시공테크,90.00,72,88.77,73,N/A,N/A,1.34,"4,820",0.31,N/A,229.6
012790,신일제약,13.20,723,12.54,761,N/A,N/A,0.75,"12,683",1.47,25.1,561.6
034940,조아제약,193.91,23,193.91,23,N/A,N/A,2.34,"1,906",N/A,1.1,224.2
006840,AK홀딩스,5.81,"8,070",5.70,"8,224",N/A,N/A,0.72,"64,785",1.60,9.8,93
006650,대한유화,3.45,"39,602",3.28,"41,679",5.00,"25,952",0.50,"275,432",2.93,162.1,275
035150,백산,16.24,631,15.87,646,8.00,"1,239",1.77,"5,789",0.98,14,136.3
035000,지투알,7.41,"1,105",7.25,"1,129",N/A,N/A,0.79,"10,393",3.05,N/A,133.9
033250,체시스,-34.34,-76,N/A,N/A,N/A,N/A,2.20,"1,186",N/A,N/A,52.5
033230,인성정보,-130.65,-23,N/A,N/A,N/A,N/A,1.41,"2,132",N/A,N/A,137.8
035080,인터파크홀딩스,-15.95,-148,N/A,N/A,N/A,N/A,0.42,"5,585",2.12,9.6,121.4
005160,동국산업,13.76,194,13.09,204,N/A,N/A,0.37,"7,295",4.87,3.5,179.7
005990,매일홀딩스,7.48,"1,852",7.18,"1,930",N/A,N/A,0.66,"20,832",0.87,15,166.7
034810,해성산업,146.75,77,146.75,77,N/A,N/A,0.78,"14,565",1.11,5.9,75.6
033240,자화전자,-177.08,-72,N/A,N/A,N/A,N/A,0.77,"16,457",3.53,N/A,276.4
030200,KT,10.64,"2,637",9.99,"2,809",9.00,"2,981",0.52,"53,857",3.92,5.5,124.9
019490,하이트론,32.50,130,28.17,150,N/A,N/A,0.60,"7,061",N/A,N/A,154.9
031390,녹십자셀,39.45,"1,190",39.49,"1,189",N/A,N/A,8.29,"5,666",0.21,15.3,934.6
033430,디에스티,-39.39,-33,N/A,N/A,N/A,N/A,3.83,339,N/A,N/A,101.7
030000,제일기획,24.82,"1,128",21.86,"1,281",22.00,"1,289",3.21,"8,715",2.75,21.7,144
025770,한국정보통신,14.13,644,13.98,651,N/A,N/A,1.88,"4,844",N/A,111,211.7
033540,파라텍,247.50,20,235.71,21,N/A,N/A,0.97,"5,110",1.00,0.7,205.7
033500,동성화인텍,-19.87,-453,N/A,N/A,N/A,N/A,3.24,"2,776",1.44,12.2,85.6
026890,디피씨,22.00,270,19.60,303,N/A,N/A,1.52,"3,908",1.18,9.5,254.4
029460,케이씨,0.97,"14,365",0.89,"15,646",N/A,N/A,0.47,"29,330",1.58,238.9,252.6
030350,드래곤플라이,-7.26,-551,N/A,N/A,N/A,N/A,3.54,"1,131",N/A,N/A,370.3
033310,디케이디앤아이,17.24,185,16.36,195,N/A,N/A,1.29,"2,475",1.57,2.8,88.9
033160,엠케이전자,7.39,"1,162",7.30,"1,177",N/A,N/A,0.61,"14,048",1.16,12.8,64.5
033320,제이씨현시스템,10.71,494,10.56,501,N/A,N/A,1.17,"4,538",1.32,87.7,223
009520,포스코엠텍,18.08,339,18.08,339,N/A,N/A,2.89,"2,119",1.30,N/A,283.5
013810,스페코,-8.49,-390,N/A,N/A,N/A,N/A,1.77,"1,869",1.51,N/A,100.4
033340,좋은사람들,30.97,134,30.07,138,N/A,N/A,1.41,"2,950",N/A,N/A,503
024890,대원화성,29.08,65,29.08,65,N/A,N/A,1.04,"1,820",N/A,7.7,186.9
033200,모아텍,64.73,73,41.45,114,N/A,N/A,0.59,"8,015",N/A,N/A,N/A
033290,코웰패션,13.21,555,13.07,561,11.00,670,3.12,"2,348",0.55,52.4,241.7
015710,코콤,11.00,791,10.41,836,N/A,N/A,1.28,"6,814",2.24,197.3,272.1
017940,E1,4.91,"11,384",4.14,"13,507",N/A,N/A,0.26,"214,142",3.58,2.2,116.8
018670,SK가스,12.02,"6,537",11.62,"6,763",6.00,"12,383",0.44,"176,990",3.78,1.5,107.5
023590,다우기술,8.58,"2,460",8.27,"2,551",N/A,N/A,0.76,"27,732",1.66,48.6,146
014440,영보화학,13.90,287,13.57,294,N/A,N/A,0.55,"7,278",2.51,67,201.4
033100,제룡전기,36.37,182,36.37,182,N/A,N/A,2.07,"3,192",0.75,27.6,479.7
033050,제이엠아이,-8.25,-116,N/A,N/A,N/A,N/A,0.71,"1,339",N/A,N/A,113.8
033110,코너스톤네트웍스,-16.80,-100,N/A,N/A,N/A,N/A,5.87,286,N/A,N/A,170.4
033130,디지틀조선,22.73,139,22.73,139,N/A,N/A,1.60,"1,974",1.27,N/A,600.3
032980,바이온,-5.02,-274,N/A,N/A,N/A,N/A,1.38,"1,000",N/A,N/A,154.3
019210,와이지-원,13.57,700,13.25,717,N/A,N/A,0.90,"10,518",2.11,2,125.1
026150,특수건설,96.72,58,85.00,66,N/A,N/A,0.99,"5,687",N/A,1.7,214.4
031310,아이즈비전,8.57,694,8.13,732,N/A,N/A,0.97,"6,120",1.68,43.7,521.6
011790,SKC,9.90,"3,213",9.34,"3,404",10.00,"3,284",0.73,"43,272",3.14,3.9,91.4
032960,동일기연,-398.65,-37,N/A,N/A,N/A,N/A,0.96,"15,379",0.26,N/A,918.8
032680,소프트센,-86.94,-18,N/A,N/A,N/A,N/A,1.43,"1,097",N/A,N/A,140.9
032940,원익,-0.81,"-5,096",N/A,N/A,N/A,N/A,1.11,"3,736",N/A,2.1,57.1
008290,원풍물산,-37.90,-93,N/A,N/A,N/A,N/A,5.54,636,N/A,N/A,122.1
010600,웰바이오텍,-3.51,-783,N/A,N/A,N/A,N/A,1.36,"2,020",N/A,N/A,409.8
025890,한국주강,-2.01,-895,N/A,N/A,N/A,N/A,0.44,"4,052",N/A,N/A,128.5
032750,삼진,36.62,266,36.62,266,N/A,N/A,0.90,"10,788",1.03,N/A,299
032860,GMR 머티리얼즈,-3.75,-148,N/A,N/A,N/A,N/A,2.17,256,N/A,3.7,122.7
032850,비트컴퓨터,-338.57,-14,N/A,N/A,N/A,N/A,1.85,"2,558",1.54,77,175.9
032790,엠젠플러스,-20.30,-395,N/A,N/A,N/A,N/A,6.35,"1,262",N/A,N/A,114.7
032800,판타지오,-6.79,-117,N/A,N/A,N/A,N/A,1.42,559,N/A,7.4,242.1
024900,덕양산업,-240.00,-6,N/A,N/A,N/A,N/A,0.81,"1,776",1.39,N/A,87.3
015350,부산가스,8.33,"4,476",7.58,"4,923",N/A,N/A,0.60,"62,349",1.34,249.1,151.3
023960,에쓰씨엔지니어링,2.86,567,2.07,784,N/A,N/A,0.94,"1,719",N/A,3.8,40.1
023800,인지컨트롤스,33.55,197,32.24,205,N/A,N/A,0.50,"13,105",1.51,2.1,80.1
032620,유비케어,54.20,119,53.31,121,N/A,N/A,3.26,"1,980",0.54,561.6,508.3
032580,피델릭스,10.03,169,10.03,169,N/A,N/A,1.23,"1,377",1.77,1.6,178.2
032540,TJ미디어,-26.97,-114,N/A,N/A,N/A,N/A,0.55,"5,594",2.60,N/A,511.9
028080,휴맥스홀딩스,-3.33,"-1,092",N/A,N/A,N/A,N/A,0.27,"13,710",2.75,N/A,76.9
032280,삼일,15.19,159,14.55,166,N/A,N/A,0.60,"4,031",2.07,11.7,86.7
012320,경동인베스트,3.48,"11,532",3.34,"11,998",N/A,N/A,0.23,"171,344",1.25,7.2,268.7
012340,뉴인텍,-10.19,-80,N/A,N/A,N/A,N/A,3.09,264,N/A,N/A,86.2
025530,SJM홀딩스,16.00,206,14.52,227,N/A,N/A,0.31,"10,796",4.55,9.1,496.9
031510,오스템,-19.35,-154,N/A,N/A,N/A,N/A,0.60,"4,934",0.67,0.6,97.6
031820,콤텍시스템,11.17,149,11.10,150,N/A,N/A,1.03,"1,609",N/A,N/A,187.8
030270,에스마크,-0.19,"-5,259",N/A,N/A,N/A,N/A,0.28,"3,601",N/A,N/A,125.8
031860,엔에스엔,-17.69,-175,N/A,N/A,N/A,N/A,3.55,872,N/A,N/A,60.9
031980,피에스케이홀딩스,3.80,"2,632",3.10,"3,227",N/A,N/A,0.74,"13,549",4.00,N/A,116.4
000660,SK하이닉스,3.13,"21,346",3.00,"22,255",14.00,"4,774",0.98,"68,488",2.25,33.3,140.7
023150,MH에탄올,-82.10,-81,N/A,N/A,N/A,N/A,0.72,"9,285",5.26,0.1,11.2
005320,국동,8.84,185,8.70,188,N/A,N/A,0.46,"3,545",N/A,2.6,138.8
023450,동남합성,14.78,"1,624",14.64,"1,639",N/A,N/A,1.41,"16,983",5.17,14.2,117
